Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,SO2,PM10,CO
11/11/2009,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
11/12/2009,23,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,23,23,,,
11/13/2009,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
11/14/2009,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
11/15/2009,59,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,25,59,,,
11/16/2009,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
11/17/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/18/2009,17,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,13,17,,,
11/19/2009,11,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,11,.,,,
11/20/2009,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
11/21/2009,56,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,56,,,
11/22/2009,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
11/23/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/24/2009,35,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,20,35,,,
11/25/2009,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,,,
11/26/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/27/2009,40,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,40,,,
11/28/2009,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
11/29/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/30/2009,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,21,,,
12/01/2009,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
12/02/2009,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
12/03/2009,25,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,25,,,
12/04/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
12/05/2009,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
12/06/2009,45,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,21,45,,,
12/07/2009,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
12/08/2009,11,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,11,.,,,
12/09/2009,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,21,,,
12/10/2009,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
12/11/2009,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
12/12/2009,30,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,30,,,
12/13/2009,17,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,.,,,
12/14/2009,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
12/15/2009,37,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,37,,,
12/16/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
12/17/2009,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,,,
12/18/2009,58,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,10,58,,,
12/19/2009,15,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,.,,,
12/20/2009,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
12/21/2009,74,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,16,74,,,
12/22/2009,14,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,14,.,,,
12/23/2009,7,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,7,.,,,
12/24/2009,54,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,27,54,,,
12/25/2009,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
12/26/2009,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
12/27/2009,38,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,38,,,
12/28/2009,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
12/29/2009,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
12/30/2009,50,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,20,50,,,
12/31/2009,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
01/01/2010,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
01/02/2010,56,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,56,,,
01/03/2010,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
01/04/2010,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
01/05/2010,64,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,22,64,,,
01/06/2010,20,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,20,.,,,
01/07/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
01/08/2010,33,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,29,33,,,
01/09/2010,22,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,22,.,,,
01/10/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
01/11/2010,57,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,31,57,,,
01/12/2010,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
01/13/2010,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
01/14/2010,61,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,61,,,
01/15/2010,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
01/16/2010,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,,,
01/17/2010,27,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,27,,,
01/18/2010,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
01/19/2010,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
01/20/2010,58,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,58,,,
01/21/2010,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
01/22/2010,14,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,14,.,,,
01/23/2010,52,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,21,52,,,
01/24/2010,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
01/25/2010,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
01/26/2010,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,27,,,
01/27/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
01/28/2010,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
01/29/2010,43,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,28,43,,,
01/30/2010,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
01/31/2010,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
02/01/2010,67,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,67,,,
02/02/2010,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
02/03/2010,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
02/04/2010,86,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,15,86,,,
02/05/2010,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
02/06/2010,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
02/07/2010,52,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,52,,,
02/08/2010,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
02/09/2010,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
02/10/2010,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,23,,,
02/11/2010,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
02/12/2010,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,,,
02/13/2010,66,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,66,,,
02/14/2010,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
02/15/2010,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
02/16/2010,36,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,36,36,,,
02/17/2010,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
02/18/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
02/19/2010,87,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,87,,,
02/20/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
02/21/2010,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
02/22/2010,62,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,39,62,,,
02/23/2010,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
02/24/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
02/25/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,30,,,
02/26/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
02/27/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
02/28/2010,53,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,36,53,,,
03/01/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
03/02/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
03/03/2010,40,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,40,,,
03/04/2010,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
03/05/2010,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,,,
03/06/2010,53,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,45,53,,,
03/07/2010,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
03/08/2010,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
03/09/2010,71,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,71,,,
03/10/2010,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,,,
03/11/2010,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
03/12/2010,25,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,21,25,,,
03/13/2010,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
03/14/2010,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
03/15/2010,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,22,,,
03/16/2010,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
03/17/2010,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
03/18/2010,46,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,46,41,,,
03/19/2010,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,,,
03/20/2010,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
03/21/2010,40,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,40,,,
03/22/2010,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
03/23/2010,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,,,
03/24/2010,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,41,,,
03/25/2010,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
03/26/2010,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
03/27/2010,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,31,,,
03/28/2010,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
03/29/2010,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
03/30/2010,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,30,,,
03/31/2010,74,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,.,,,
04/01/2010,58,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,58,.,,,
04/02/2010,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,50,,,
04/03/2010,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,,,
04/04/2010,51,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,51,.,,,
04/05/2010,38,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,31,38,,,
04/06/2010,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
04/07/2010,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
04/08/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,10,,,
04/09/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
04/10/2010,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
04/11/2010,56,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,47,56,,,
04/12/2010,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
04/13/2010,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
04/14/2010,58,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,58,58,,,
04/15/2010,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/16/2010,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
04/17/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,16,,,
04/18/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
04/19/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
04/20/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,38,,,
04/21/2010,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
04/22/2010,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,.,,,
04/23/2010,66,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,28,66,,,
04/24/2010,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
04/25/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
04/26/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,20,,,
04/27/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
04/28/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
04/29/2010,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,31,,,
04/30/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
05/01/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
05/02/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,20,,,
05/03/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
05/04/2010,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
05/05/2010,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,21,,,
05/06/2010,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
05/07/2010,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
05/08/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,13,,,
05/09/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
05/10/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
05/11/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,23,,,
05/12/2010,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
05/13/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
05/14/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,14,,,
05/15/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
05/16/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
05/17/2010,23,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,23,23,,,
05/18/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
05/19/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
05/20/2010,51,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,28,51,,,
05/21/2010,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
05/22/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
05/23/2010,41,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,33,41,,,
05/24/2010,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
05/25/2010,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
05/26/2010,69,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,67,69,,,
05/27/2010,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
05/28/2010,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
05/29/2010,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,54,,,
05/30/2010,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
05/31/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
06/01/2010,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,45,,,
06/02/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
06/03/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
06/04/2010,44,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,44,44,,,
06/05/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
06/06/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
06/07/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,25,,,
06/08/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
06/09/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
06/10/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,22,,,
06/11/2010,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
06/12/2010,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
06/13/2010,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,17,,,
06/14/2010,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
06/15/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
06/16/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,14,,,
06/17/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
06/18/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
06/19/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,19,,,
06/20/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
06/21/2010,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
06/22/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,20,,,
06/23/2010,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
06/24/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
06/25/2010,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,41,,,
06/26/2010,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
06/27/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
06/28/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,22,,,
06/29/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
06/30/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
07/01/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,31,,,
07/02/2010,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
07/03/2010,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
07/04/2010,61,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,32,61,,,
07/05/2010,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
07/06/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
07/07/2010,58,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,40,58,,,
07/08/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
07/09/2010,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
07/10/2010,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,30,,,
07/11/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
07/12/2010,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
07/13/2010,47,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,34,47,,,
07/14/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
07/15/2010,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
07/16/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,29,,,
07/17/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
07/18/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
07/19/2010,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,27,,,
07/22/2010,49,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,.,49,,,
07/25/2010,30,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,.,30,,,
07/27/2010,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
07/28/2010,42,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,31,42,,,
07/29/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
07/30/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
07/31/2010,58,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,58,,,
08/01/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
08/02/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
08/03/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
08/04/2010,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
08/05/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
08/06/2010,62,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,33,62,,,
08/07/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
08/08/2010,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
08/09/2010,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
08/10/2010,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
08/11/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
08/12/2010,43,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,43,43,,,
08/13/2010,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
08/14/2010,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
08/15/2010,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,28,,,
08/16/2010,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
08/17/2010,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
08/18/2010,43,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,38,43,,,
08/19/2010,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
08/20/2010,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
08/21/2010,42,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,31,42,,,
08/22/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
08/23/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
08/24/2010,46,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,36,46,,,
08/25/2010,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
08/26/2010,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
08/27/2010,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,20,,,
08/28/2010,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
08/29/2010,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
08/30/2010,41,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,25,41,,,
08/31/2010,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
09/01/2010,22,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,22,.,,,
09/02/2010,32,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,28,32,,,
09/03/2010,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
09/04/2010,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
09/05/2010,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,23,,,
